"","var.WHO","division","month","monthly_VOC_cases","total_monthly_VOC_cases","prop","date.smooth"
"314","Alpha","British Columbia","2020-03",0,0,0,2020-03-01
"315","Alpha","British Columbia","2020-04",0,0,0,2020-04-01
"316","Alpha","British Columbia","2020-05",0,0,0,2020-05-01
"317","Alpha","British Columbia","2020-06",0,0,0,2020-06-01
"318","Alpha","British Columbia","2020-07",0,0,0,2020-07-01
"319","Alpha","British Columbia","2020-08",0,0,0,2020-08-01
"320","Alpha","British Columbia","2020-09",0,0,0,2020-09-01
"321","Alpha","British Columbia","2020-10",0,0,0,2020-10-01
"322","Alpha","British Columbia","2020-11",0,106.982615782848,0,2020-11-01
"323","Alpha","British Columbia","2020-12",30.6919386452221,893.285312909108,0.0343584946507959,2020-12-01
"324","Alpha","British Columbia","2021-01",246.541291765025,14121.0264300352,0.0174591622632074,2021-01-01
"325","Alpha","British Columbia","2021-02",1554.80603273574,24895.2732713511,0.062453864867793,2021-02-01
"326","Alpha","British Columbia","2021-03",8594.7168324846,47454.6592045562,0.18111428838708,2021-03-01
"327","Alpha","British Columbia","2021-04",12429.0300807711,99001.8192477188,0.125543451375087,2021-04-01
"328","Alpha","British Columbia","2021-05",9001.96274600513,95273.9220724928,0.0944850652747941,2021-05-01
"329","Alpha","British Columbia","2021-06",1836.74614995545,20120.6741526306,0.0912865113774185,2021-06-01
"330","Alpha","British Columbia","2021-07",201.663275910307,3292.05256915152,0.0612576110721956,2021-07-01
"331","Alpha","British Columbia","2021-08",66.8140081109196,1508.82377733938,0.0442821813351443,2021-08-01
"332","Alpha","British Columbia","2021-09",12.5548738945214,732.072013374136,0.0171497798920843,2021-09-01
"333","Alpha","British Columbia","2021-10",1.67889125669776,71.1931888106877,0.0235821893181686,2021-10-01
"334","Alpha","British Columbia","2021-11",0.559902884868916,208.546919110898,0.00268478137800337,2021-11-01
"335","Alpha","British Columbia","2021-12",0,0,0,2021-12-01
"336","Alpha","British Columbia","2022-01",0,0,0,2022-01-01
"337","Alpha","British Columbia","2022-02",0,0,0,2022-02-01
"338","Alpha","British Columbia","2022-03",0,0,0,2022-03-01
"339","Alpha","Manitoba","2020-02",0,0,0,2020-02-01
"340","Alpha","Manitoba","2020-03",0,0,0,2020-03-01
"341","Alpha","Manitoba","2020-04",0,0,0,2020-04-01
"342","Alpha","Manitoba","2020-05",0,0,0,2020-05-01
"343","Alpha","Manitoba","2020-06",0,0,0,2020-06-01
"344","Alpha","Manitoba","2020-07",0,0,0,2020-07-01
"345","Alpha","Manitoba","2020-08",0,0,0,2020-08-01
"346","Alpha","Manitoba","2020-09",0,0,0,2020-09-01
"347","Alpha","Manitoba","2020-10",0,0,0,2020-10-01
"348","Alpha","Manitoba","2020-11",0,106.982615782848,0,2020-11-01
"349","Alpha","Manitoba","2020-12",0,893.285312909108,0,2020-12-01
"350","Alpha","Manitoba","2021-01",33.357176510989,14121.0264300352,0.00236223454975191,2021-01-01
"351","Alpha","Manitoba","2021-02",53.3676425443698,24895.2732713511,0.0021436857496071,2021-02-01
"352","Alpha","Manitoba","2021-03",1611.06734131299,47454.6592045562,0.033949613553611,2021-03-01
"353","Alpha","Manitoba","2021-04",3129.50983960445,99001.8192477188,0.0316106296165518,2021-04-01
"354","Alpha","Manitoba","2021-05",1895.08808342198,95273.9220724928,0.0198909422662377,2021-05-01
"355","Alpha","Manitoba","2021-06",1112.47963499516,20120.6741526306,0.0552903757874195,2021-06-01
"356","Alpha","Manitoba","2021-07",437.669357472373,3292.05256915152,0.132947256545534,2021-07-01
"357","Alpha","Manitoba","2021-08",121.602147806597,1508.82377733938,0.0805940028470573,2021-08-01
"358","Alpha","Manitoba","2021-09",46.1967583053051,732.072013374136,0.0631041174383696,2021-09-01
"359","Alpha","Manitoba","2021-10",0,71.1931888106877,0,2021-10-01
"360","Alpha","Manitoba","2021-11",0,208.546919110898,0,2021-11-01
"361","Alpha","Manitoba","2021-12",0,0,0,2021-12-01
"362","Alpha","Manitoba","2022-01",0,0,0,2022-01-01
"363","Alpha","Manitoba","2022-02",0,0,0,2022-02-01
"364","Alpha","Manitoba","2022-03",0,0,0,2022-03-01
"365","Alpha","Saskatchewan","2020-02",0,0,0,2020-02-01
"366","Alpha","Saskatchewan","2020-03",0,0,0,2020-03-01
"367","Alpha","Saskatchewan","2020-04",0,0,0,2020-04-01
"368","Alpha","Saskatchewan","2020-05",0,0,0,2020-05-01
"369","Alpha","Saskatchewan","2020-06",0,0,0,2020-06-01
"370","Alpha","Saskatchewan","2020-07",0,0,0,2020-07-01
"371","Alpha","Saskatchewan","2020-08",0,0,0,2020-08-01
"372","Alpha","Saskatchewan","2020-09",0,0,0,2020-09-01
"373","Alpha","Saskatchewan","2020-10",0,0,0,2020-10-01
"374","Alpha","Saskatchewan","2020-11",0,106.982615782848,0,2020-11-01
"375","Alpha","Saskatchewan","2020-12",0,893.285312909108,0,2020-12-01
"376","Alpha","Saskatchewan","2021-01",159.447706301552,14121.0264300352,0.0112915096570041,2021-01-01
"377","Alpha","Saskatchewan","2021-02",848.752334071825,24895.2732713511,0.0340929109241211,2021-02-01
"378","Alpha","Saskatchewan","2021-03",3477.95742485719,47454.6592045562,0.0732901148834563,2021-03-01
