"","REF_DATE","year","month","monthyear","Observed","MonthlyAve_exp","MonthlyAve_obs","Expected (no ban)","Observed, smooth (ban)"
"1095",2020-12-30,"2020","Dec","Dec 2020",0,10.5026508007845,3.48387096774194,13.2909558753384,4.0098362790355
"1096",2020-12-31,"2020","Dec","Dec 2020",1,10.5026508007845,3.48387096774194,13.4171275361222,4.00042269498231
"1097",2021-01-01,"2021","Jan","Jan 2021",0,13.7683243390458,3.2258064516129,13.5329006296815,3.98561935205787
"1098",2021-01-02,"2021","Jan","Jan 2021",13,13.7683243390458,3.2258064516129,13.6380291740086,3.96539367120169
"1099",2021-01-03,"2021","Jan","Jan 2021",1,13.7683243390458,3.2258064516129,13.7316594039518,3.93980906405272
"1100",2021-01-04,"2021","Jan","Jan 2021",10,13.7683243390458,3.2258064516129,13.8132692609947,3.90889577490544
"1101",2021-01-05,"2021","Jan","Jan 2021",0,13.7683243390458,3.2258064516129,13.8823366866011,3.87268404806221
"1102",2021-01-06,"2021","Jan","Jan 2021",0,13.7683243390458,3.2258064516129,13.9383396222554,3.83120412781796
"1103",2021-01-07,"2021","Jan","Jan 2021",0,13.7683243390458,3.2258064516129,13.980756009435,3.78448625846994
"1104",2021-01-08,"2021","Jan","Jan 2021",1,13.7683243390458,3.2258064516129,14.0090637896171,3.7325606843154
"1105",2021-01-09,"2021","Jan","Jan 2021",10,13.7683243390458,3.2258064516129,14.022740904279,3.67545764965159
"1106",2021-01-10,"2021","Jan","Jan 2021",1,13.7683243390458,3.2258064516129,14.0212652948972,3.61320739877039
"1107",2021-01-11,"2021","Jan","Jan 2021",10,13.7683243390458,3.2258064516129,14.0041149029492,3.54584017597939
"1108",2021-01-12,"2021","Jan","Jan 2021",0,13.7683243390458,3.2258064516129,13.9707676699128,3.47338622557089
"1109",2021-01-13,"2021","Jan","Jan 2021",3,13.7683243390458,3.2258064516129,13.9207015372653,3.39587579184214
"1110",2021-01-14,"2021","Jan","Jan 2021",12,13.7683243390458,3.2258064516129,13.8533944464838,3.31333911909039
"1111",2021-01-15,"2021","Jan","Jan 2021",0,13.7683243390458,3.2258064516129,13.7683243390458,3.2258064516129
"1112",2021-01-16,"2021","Jan","Jan 2021",13,13.7683243390458,3.2258064516129,13.6651999470843,3.13338046663503
"1113",2021-01-17,"2021","Jan","Jan 2021",3,13.7683243390458,3.2258064516129,13.5446531654193,3.03645357314926
"1114",2021-01-18,"2021","Jan","Jan 2021",0,13.7683243390458,3.2258064516129,13.4075466795109,2.9354906130612
"1115",2021-01-19,"2021","Jan","Jan 2021",3,13.7683243390458,3.2258064516129,13.2547431748272,2.83095642828391
"1116",2021-01-20,"2021","Jan","Jan 2021",0,13.7683243390458,3.2258064516129,13.087105336836,2.72331586073047
"1117",2021-01-21,"2021","Jan","Jan 2021",3,13.7683243390458,3.2258064516129,12.9054958509898,2.61303375230472
"1118",2021-01-22,"2021","Jan","Jan 2021",0,13.7683243390458,3.2258064516129,12.7107774027866,2.50057494493807
"1119",2021-01-23,"2021","Jan","Jan 2021",13,13.7683243390458,3.2258064516129,12.50381267768,2.38640428053453
"1120",2021-01-24,"2021","Jan","Jan 2021",1,13.7683243390458,3.2258064516129,12.2854643611378,2.27098660100719
"1121",2021-01-25,"2021","Jan","Jan 2021",1,13.7683243390458,3.2258064516129,12.0565951386281,2.15478674826913
"1122",2021-01-26,"2021","Jan","Jan 2021",1,13.7683243390458,3.2258064516129,11.8180676956188,2.03826956423342
"1123",2021-01-27,"2021","Jan","Jan 2021",0,13.7683243390458,3.2258064516129,11.5707447175569,1.92189989080349
"1124",2021-01-28,"2021","Jan","Jan 2021",0,13.7683243390458,3.2258064516129,11.3154888899516,1.80614256991177
"1125",2021-01-29,"2021","Jan","Jan 2021",0,13.7683243390458,3.2258064516129,11.0531628982507,1.69146244346167
"1126",2021-01-30,"2021","Jan","Jan 2021",1,13.7683243390458,3.2258064516129,10.784629427922,1.57832435336627
"1127",2021-01-31,"2021","Jan","Jan 2021",0,13.7683243390458,3.2258064516129,10.5107511644336,1.46719314153863
"1128",2021-02-01,"2021","Feb","Feb 2021",1,6.34782815108734,0.357142857142857,10.2323907932534,1.35853364989183
"1129",2021-02-02,"2021","Feb","Feb 2021",0,6.34782815108734,0.357142857142857,9.95041099982583,1.25281072033032
"1130",2021-02-03,"2021","Feb","Feb 2021",0,6.34782815108734,0.357142857142857,9.66567446966572,1.15048919478475
"1131",2021-02-04,"2021","Feb","Feb 2021",0,6.34782815108734,0.357142857142857,9.37904388821778,1.05203391515928
"1132",2021-02-05,"2021","Feb","Feb 2021",0,6.34782815108734,0.357142857142857,9.09138194094994,0.957909723367008
"1133",2021-02-06,"2021","Feb","Feb 2021",0,6.34782815108734,0.357142857142857,8.80355131333017,0.868581461320995
"1134",2021-02-07,"2021","Feb","Feb 2021",2,6.34782815108734,0.357142857142857,8.51641469082642,0.784513970934321
"1135",2021-02-08,"2021","Feb","Feb 2021",1,6.34782815108734,0.357142857142857,8.23083475888305,0.706172094113812
"1136",2021-02-09,"2021","Feb","Feb 2021",0,6.34782815108734,0.357142857142857,7.94767420301546,0.634020672785579
"1137",2021-02-10,"2021","Feb","Feb 2021",0,6.34782815108734,0.357142857142857,7.66779570866785,0.568524548855951
"1138",2021-02-11,"2021","Feb","Feb 2021",0,6.34782815108734,0.357142857142857,7.39206196130815,0.510148564238006
"1139",2021-02-12,"2021","Feb","Feb 2021",0,6.34782815108734,0.357142857142857,7.12133564640435,0.459357560844819
"1140",2021-02-13,"2021","Feb","Feb 2021",0,6.34782815108734,0.357142857142857,6.85647944940267,0.416616380586266
"1141",2021-02-14,"2021","Feb","Feb 2021",0,6.34782815108734,0.357142857142857,6.59835605581509,0.382389865382549
"1142",2021-02-15,"2021","Feb","Feb 2021",1,6.34782815108734,0.357142857142857,6.34782815108734,0.357142857142858
